yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
199204,414.95,12.3227,16.4767,0.3873034718,0.0375,0.0833,0.0921,0.0803,0.0386618101,0.003200,0.0014357502,0.0016,0.0016,0.0016610436,-0.0015031952,0.028614,0.027157
199205,415.35,12.3213,16.7633,0.3829985163,0.0363,0.0828,0.0913,0.0781,0.0371754887,0.002800,0.0014336918,0.0243,0.0254,0.0006900288,-0.0015877929,0.004850,0.001087
199206,408.14,12.3200,17.0500,0.3920423538,0.0366,0.0822,0.0905,0.0765,0.0430765596,0.003200,0.0035790981,0.0200,0.0156,0.0007529192,-0.0012735065,-0.015030,-0.017545
199207,424.21,12.3450,17.3800,0.3833486997,0.0321,0.0807,0.0884,0.0726,0.0414947919,0.003100,0.0021398003,0.0398,0.0308,0.0008974630,-0.0013636615,0.040924,0.039465
199208,414.03,12.3700,17.7100,0.3994050369,0.0313,0.0795,0.0865,0.0725,0.0430499562,0.002600,0.0028469751,0.0067,0.0090,0.0003695474,-0.0014314693,-0.020615,-0.024214
199209,417.80,12.3950,18.0400,0.3976569721,0.0291,0.0792,0.0862,0.0710,0.0411377823,0.002600,0.0028388928,0.0185,0.0099,0.0008722412,-0.0010761546,0.011340,0.008916
199210,418.68,12.3917,18.3900,0.4032511778,0.0286,0.0799,0.0884,0.0741,0.0410960987,0.002300,0.0035385704,-0.0198,-0.0156,0.0009441448,-0.0009021119,0.004796,0.003455
199211,431.35,12.3883,18.7400,0.3936264585,0.0313,0.0810,0.0896,0.0748,0.0379866517,0.002300,0.0014104372,0.0010,0.0069,0.0005080947,-0.0008360582,0.033794,0.030069
199212,435.71,12.3850,19.0900,0.3941096142,0.0322,0.0798,0.0881,0.0726,0.0388286878,0.002800,-0.0007042254,0.0246,0.0228,0.0004715523,-0.0011115236,0.013380,0.011197
199301,438.78,12.4163,19.3400,0.3930481045,0.0300,0.0791,0.0867,0.0725,0.0417538423,0.002300,0.0049330514,0.0280,0.0250,0.0003488508,-0.0015522385,0.007282,0.005964
199302,443.38,12.4477,19.5900,0.3859601969,0.0293,0.0771,0.0839,0.0698,0.0407281702,0.002200,0.0035063114,0.0354,0.0256,0.0011468965,-0.0014793405,0.013526,0.010361
199303,451.67,12.4790,19.8400,0.3336135264,0.0295,0.0758,0.0815,0.0702,0.0371064145,0.002500,0.0034940601,0.0021,0.0025,0.0010047250,-0.0016690258,0.021202,0.018578
199304,440.19,12.4937,19.6700,0.3343498060,0.0287,0.0746,0.0814,0.0701,0.0398126855,0.002400,0.0027855153,0.0072,0.0052,0.0010047850,-0.0014462842,-0.024519,-0.025780
199305,450.19,12.5083,19.5000,0.3248824215,0.0296,0.0743,0.0821,0.0701,0.0402546288,0.002200,0.0013888889,0.0047,0.0020,0.0008173082,-0.0016500074,0.026259,0.022549
199306,450.53,12.5230,19.3300,0.3259312476,0.0307,0.0733,0.0807,0.0668,0.0411540214,0.002500,0.0013869626,0.0449,0.0293,0.0005738514,-0.0017479702,0.003466,0.001095
199307,448.13,12.5217,19.6900,0.3237770308,0.0304,0.0717,0.0793,0.0656,0.0410077869,0.002400,0.0000000000,0.0191,0.0100,0.0006089625,-0.0013904710,-0.004593,-0.005909
199308,463.56,12.5203,20.0500,0.3138649833,0.0302,0.0685,0.0760,0.0623,0.0401929369,0.002500,0.0027700831,0.0434,0.0287,0.0002815688,-0.0012521643,0.037431,0.033957
199309,458.93,12.5190,20.4100,0.3223518215,0.0295,0.0666,0.0734,0.0627,0.0418407109,0.002600,0.0020718232,0.0005,0.0043,0.0004706748,-0.0011537305,-0.007582,-0.009842
199310,467.83,12.5383,20.9033,0.3113628329,0.0302,0.0667,0.0731,0.0623,0.0403671364,0.002200,0.0041350793,0.0096,0.0051,0.0003142271,-0.0010548299,0.019884,0.018590
199311,461.79,12.5577,21.3967,0.3110794108,0.0310,0.0693,0.0766,0.0651,0.0438375603,0.002500,0.0006863418,-0.0259,-0.0188,0.0005763517,-0.0010516947,-0.008655,-0.012084
199312,466.45,12.5770,21.8900,0.3052672229,0.0306,0.0693,0.0769,0.0654,0.0457268699,0.002300,0.0000000000,0.0020,0.0067,0.0002696821,-0.0010124970,0.012646,0.010617
199401,481.61,12.6203,22.1633,0.2880585672,0.0298,0.0692,0.0765,0.0637,0.0436711352,0.002500,0.0027434842,0.0257,0.0202,0.0004234883,-0.0009760773,0.033429,0.031954
199402,467.14,12.6637,22.4367,0.2990588209,0.0325,0.0708,0.0776,0.0682,0.0450411316,0.002100,0.0034199726,-0.0450,-0.0286,0.0010260765,-0.0011355039,-0.027161,-0.030121
199403,445.77,12.7070,22.7100,0.3074838051,0.0350,0.0748,0.0813,0.0725,0.0419050878,0.002700,0.0034083163,-0.0395,-0.0383,0.0008921025,-0.0010998390,-0.043456,-0.045728
199404,450.91,12.7497,23.5400,0.3036647862,0.0368,0.0788,0.0852,0.0745,0.0398456593,0.002700,0.0013586957,-0.0150,-0.0097,0.0013736680,-0.0009516278,0.012817,0.011477
199405,456.51,12.7923,24.3700,0.2974694757,0.0414,0.0799,0.0862,0.0759,0.0396410671,0.003100,0.0006784261,-0.0082,-0.0062,0.0007505029,-0.0010085097,0.016309,0.012559
199406,444.27,12.8350,25.2000,0.3084170767,0.0414,0.0797,0.0865,0.0774,0.0339955640,0.003100,0.0033898305,-0.0100,-0.0081,0.0007971327,-0.0009657219,-0.024762,-0.027113
199407,458.25,12.8643,25.9100,0.2969853808,0.0433,0.0811,0.0880,0.0746,0.0312112174,0.002800,0.0027027027,0.0363,0.0309,0.0003272825,-0.0006430939,0.032714,0.031381
199408,475.50,12.8937,26.6200,0.2856838193,0.0448,0.0807,0.0874,0.0761,0.0287065182,0.003700,0.0040431267,-0.0086,-0.0031,0.0005603876,-0.0009749581,0.041341,0.037990
199409,462.71,12.9230,27.3300,0.2909046586,0.0462,0.0834,0.0898,0.0800,0.0290032948,0.003700,0.0026845638,-0.0331,-0.0265,0.0008018930,-0.0008392978,-0.023940,-0.026238
199410,472.35,13.0053,28.4200,0.2860712737,0.0495,0.0857,0.0920,0.0809,0.0260004953,0.003800,0.0006693440,-0.0025,-0.0050,0.0011584280,-0.0007717289,0.022622,0.021043
199411,453.69,13.0877,29.5100,0.2989926143,0.0529,0.0868,0.0932,0.0808,0.0229171470,0.003700,0.0013377926,0.0066,0.0018,0.0008363991,-0.0005588157,-0.036248,-0.039423
199412,459.27,13.1700,30.6000,0.2915683000,0.0560,0.0846,0.0910,0.0799,0.0165942926,0.004400,0.0000000000,0.0161,0.0157,0.0007049230,-0.0005760069,0.014955,0.012419
199501,470.42,13.1700,31.2500,0.2908537344,0.0571,0.0846,0.0908,0.0780,0.0150933699,0.004200,0.0040080160,0.0273,0.0256,0.0002893766,-0.0007797873,0.026000,0.024348
199502,487.39,13.1700,31.9000,0.2787300356,0.0577,0.0826,0.0885,0.0758,0.0145320951,0.004000,0.0039920160,0.0287,0.0289,0.0004724141,-0.0007155156,0.039228,0.036328
199503,500.71,13.1700,32.5500,0.3138765419,0.0573,0.0812,0.0870,0.0755,0.0143885983,0.004600,0.0033134526,0.0091,0.0095,0.0004843058,-0.0005667705,0.029334,0.027179
199504,514.71,13.2337,33.1767,0.3019947008,0.0565,0.0803,0.0860,0.0745,0.0130124069,0.004400,0.0033025099,0.0169,0.0175,0.0002569204,-0.0006268823,0.029395,0.027914
199505,533.40,13.2973,33.8033,0.2922642542,0.0567,0.0765,0.0820,0.0677,0.0107437780,0.005400,0.0019749835,0.0790,0.0631,0.0010114421,-0.0003976842,0.039809,0.036454
199506,544.75,13.3610,34.4300,0.2864296179,0.0547,0.0730,0.0790,0.0670,0.0082749191,0.004700,0.0019710907,0.0139,0.0079,0.0006967643,-0.0002677257,0.024155,0.022198
199507,562.06,13.4323,34.6800,0.2771603672,0.0542,0.0741,0.0804,0.0691,0.0070611198,0.004500,0.0000000000,-0.0168,-0.0101,0.0007732277,-0.0002910918,0.033405,0.032023
199508,561.88,13.5037,34.9300,0.2830461347,0.0540,0.0757,0.0819,0.0674,0.0091214683,0.004700,0.0026229508,0.0236,0.0214,0.0002067297,-0.0001379734,0.003502,0.000642
199509,584.41,13.5750,35.1800,0.2724949976,0.0528,0.0732,0.0793,0.0663,0.0063793530,0.004300,0.0019620667,0.0175,0.0153,0.0003814536,-0.0001402155,0.042102,0.040182
199510,581.50,13.6460,34.7733,0.2744202453,0.0528,0.0712,0.0775,0.0641,0.0122212523,0.004700,0.0032637076,0.0294,0.0185,0.0004878173,0.0000207943,-0.003442,-0.004864
199511,605.37,13.7170,34.3667,0.2571688515,0.0536,0.0702,0.0768,0.0623,0.0168709535,0.004200,-0.0006506181,0.0249,0.0242,0.0005461627,-0.0000779813,0.044179,0.041338
199512,615.93,13.7880,33.9600,0.2550263829,0.0514,0.0682,0.0749,0.0603,0.0155265173,0.004900,-0.0006510417,0.0272,0.0228,0.0008205365,-0.0001466042,0.017643,0.015809
199601,636.02,13.8933,33.9867,0.2418771721,0.0500,0.0681,0.0747,0.0609,0.0161278629,0.004300,0.0058631922,-0.0011,0.0014,0.0013839551,-0.0000531418,0.034861,0.033415
199602,640.43,13.9987,34.0133,0.2378947371,0.0483,0.0699,0.0763,0.0659,0.0168013686,0.003900,0.0032383420,-0.0483,-0.0373,0.0012676309,-0.0002278549,0.010088,0.007689
199603,645.50,14.1040,34.0400,0.2392996154,0.0496,0.0735,0.0803,0.0684,0.0168919131,0.003900,0.0051646223,-0.0210,-0.0130,0.0017417161,0.0000305558,0.009585,0.007860
199604,654.17,14.1603,34.3300,0.2400758062,0.0495,0.0750,0.0819,0.0706,0.0211219538,0.004600,0.0038535645,-0.0165,-0.0160,0.0009818376,0.0000682249,0.015133,0.013857
199605,669.12,14.2167,34.6200,0.2369235155,0.0502,0.0762,0.0830,0.0717,0.0264191545,0.004200,0.0019193858,-0.0054,0.0005,0.0011252912,-0.0002545209,0.025257,0.022530
199606,670.63,14.2730,34.9100,0.2364437252,0.0509,0.0771,0.0840,0.0703,0.0272161737,0.004000,0.0006385696,0.0203,0.0172,0.0003948038,-0.0008478904,0.004128,0.002562
199607,639.95,14.4033,35.2733,0.2418198938,0.0515,0.0765,0.0835,0.0707,0.0311368642,0.004500,0.0019144863,0.0018,0.0010,0.0023551484,-0.0004704749,-0.044444,-0.046048
199608,651.99,14.5337,35.6367,0.2380611179,0.0505,0.0746,0.0818,0.0726,0.0308861056,0.004100,0.0019108280,-0.0139,-0.0070,0.0011215207,-0.0003522358,0.021928,0.019589
199609,687.31,14.6640,36.0000,0.2272973181,0.0509,0.0766,0.0835,0.0704,0.0295807368,0.004400,0.0031786395,0.0290,0.0259,0.0006862430,-0.0005386936,0.056035,0.054112
199610,705.27,14.7423,36.9100,0.2217476558,0.0499,0.0739,0.0807,0.0671,0.0256558088,0.004200,0.0031685678,0.0404,0.0361,0.0006066450,-0.0005314503,0.026798,0.025348
199611,757.02,14.8207,37.8200,0.2050079191,0.0503,0.0710,0.0779,0.0643,0.0220673413,0.004100,0.0018951358,0.0351,0.0263,0.0007037354,-0.0006139252,0.076441,0.074218
199612,740.74,14.8990,38.7300,0.2073427297,0.0491,0.0720,0.0789,0.0673,0.0241256867,0.004600,0.0000000000,-0.0256,-0.0186,0.0017090846,-0.0003967552,-0.019798,-0.021518
199701,786.16,14.9523,39.2333,0.1962401029,0.0503,0.0742,0.0809,0.0689,0.0244069327,0.004500,0.0031525851,-0.0079,-0.0028,0.0013600822,-0.0007941293,0.062827,0.061689
199702,790.82,15.0057,39.7367,0.1943954108,0.0501,0.0731,0.0794,0.0694,0.0229109266,0.003900,0.0031426776,0.0005,0.0028,0.0014747914,-0.0013029057,0.007752,0.005800
199703,757.12,15.0590,40.2400,0.2147802023,0.0514,0.0755,0.0818,0.0723,0.0211485434,0.004300,0.0025062657,-0.0252,-0.0221,0.0020014615,-0.0013083062,-0.041688,-0.043310
199704,801.34,15.0930,40.3433,0.2017410478,0.0516,0.0773,0.0834,0.0705,0.0169452901,0.004300,0.0012500000,0.0255,0.0184,0.0030050810,-0.0008719220,0.060274,0.059016
199705,848.28,15.1270,40.4467,0.1928785879,0.0505,0.0758,0.0820,0.0701,0.0132644502,0.004900,-0.0006242197,0.0097,0.0128,0.0020074558,-0.0008784074,0.061401,0.059272
199706,885.14,15.1610,40.5500,0.1842876150,0.0493,0.0741,0.0802,0.0688,0.0108467070,0.003700,0.0012492192,0.0195,0.0187,0.0019744632,-0.0006620977,0.044103,0.042762
199707,954.29,15.2183,40.5800,0.1719649430,0.0505,0.0714,0.0775,0.0637,0.0115926587,0.004300,0.0012476606,0.0626,0.0528,0.0020102151,-0.0006272571,0.080388,0.078977
199708,899.47,15.2757,40.6100,0.1855054038,0.0514,0.0722,0.0782,0.0672,0.0128772630,0.004100,0.0018691589,-0.0317,-0.0240,0.0024647217,-0.0004309205,-0.054975,-0.056458
199709,947.28,15.3330,40.6400,0.1779678570,0.0495,0.0715,0.0770,0.0649,0.0146342661,0.004400,0.0024875622,0.0316,0.0226,0.0026264943,-0.0007428601,0.053886,0.052408
199710,914.62,15.3877,40.3333,0.1900006773,0.0497,0.0700,0.0757,0.0623,0.0162628256,0.004200,0.0024813896,0.0341,0.0191,0.0093638214,-0.0005992388,-0.032605,-0.033730
199711,955.40,15.4423,40.0267,0.1807462988,0.0514,0.0687,0.0742,0.0614,0.0156672081,0.003900,-0.0006188119,0.0148,0.0101,0.0026621100,-0.0007918427,0.046321,0.044625
199712,970.43,15.4970,39.7200,0.1788008842,0.0516,0.0676,0.0732,0.0602,0.0155594713,0.004800,-0.0012383901,0.0184,0.0163,0.0022493744,-0.0008887790,0.017147,0.015700
199801,980.28,15.5450,39.6600,0.1788402734,0.0504,0.0661,0.0719,0.0589,0.0137396363,0.004300,0.0018598884,0.0200,0.0137,0.0024688425,-0.0007004554,0.011994,0.011080
199802,"1,049.34",15.5930,39.6000,0.1654630971,0.0509,0.0667,0.0725,0.0599,0.0120563774,0.003900,0.0018564356,-0.0072,-0.0007,0.0010533477,-0.0008048460,0.071956,0.070303
199803,"1,101.75",15.6410,39.5400,0.1811403960,0.0503,0.0672,0.0732,0.0602,0.0164888614,0.003900,0.0018529957,0.0025,0.0038,0.0011367858,-0.0007397901,0.051336,0.050104
199804,"1,111.75",15.7440,39.3500,0.1758729222,0.0495,0.0669,0.0733,0.0604,0.0164053658,0.004300,0.0018495684,0.0026,0.0053,0.0016147640,-0.0009559644,0.011275,0.010232
199805,"1,090.82",15.8470,39.1600,0.1791022057,0.0500,0.0669,0.0730,0.0592,0.0190752061,0.004000,0.0018461538,0.0182,0.0167,0.0009588233,-0.0008915195,-0.017674,-0.019206
199806,"1,133.84",15.9500,38.9700,0.1780606060,0.0498,0.0653,0.0713,0.0576,0.0240105767,0.004100,0.0012285012,0.0228,0.0115,0.0020973439,-0.0011688478,0.040970,0.039800
199807,"1,120.67",16.0143,38.6767,0.1794381089,0.0496,0.0655,0.0715,0.0584,0.0253535652,0.004000,0.0012269939,-0.0040,-0.0056,0.0022281758,-0.0023045245,-0.010109,-0.011112
199808,957.28,16.0787,38.3833,0.2114320916,0.0490,0.0652,0.0714,0.0547,0.0285190292,0.004300,0.0012254902,0.0465,0.0089,0.0093339170,-0.0018568563,-0.143124,-0.144504
199809,"1,017.01",16.1430,38.0900,0.2032484042,0.0461,0.0640,0.0709,0.0517,0.0240829091,0.004600,0.0012239902,0.0395,0.0413,0.0099710169,-0.0016339078,0.063176,0.061612
199810,"1,098.67",16.1603,37.9633,0.1855190768,0.0396,0.0637,0.0718,0.0540,0.0207400892,0.003200,0.0024449878,-0.0218,-0.0190,0.0051715275,-0.0013748512,0.080111,0.079144
199811,"1,163.63",16.1777,37.8367,0.1748468445,0.0441,0.0641,0.0734,0.0535,0.0220035773,0.003100,0.0000000000,0.0097,0.0270,0.0019366789,-0.0012152598,0.062164,0.060685
199812,"1,229.23",16.1950,37.7100,0.1736113154,0.0439,0.0622,0.0723,0.0542,0.0200570294,0.003800,-0.0006097561,-0.0032,0.0010,0.0032868972,-0.0010338728,0.059673,0.058454
199901,"1,279.64",16.2797,37.9333,0.1703206191,0.0434,0.0624,0.0729,0.0536,0.0155876993,0.003500,0.0024405125,0.0121,0.0123,0.0033356136,-0.0012959934,0.042800,0.042000
199902,"1,238.33",16.3643,38.1567,0.1712768096,0.0444,0.0640,0.0739,0.0587,0.0184466675,0.003500,0.0012172855,-0.0520,-0.0401,0.0034821497,-0.0011728518,-0.031935,-0.033156
199903,"1,286.37",16.4490,38.3800,0.1728971707,0.0444,0.0662,0.0753,0.0592,0.0206681224,0.004300,0.0030395137,-0.0008,0.0002,0.0032135873,-0.0010753509,0.038979,0.037774
199904,"1,335.18",16.4487,39.2600,0.1568258764,0.0429,0.0664,0.0748,0.0594,0.0251812663,0.003700,0.0072727273,0.0021,-0.0024,0.0027266260,-0.0012580821,0.037559,0.036771
199905,"1,301.84",16.4483,40.1400,0.1602311354,0.0450,0.0693,0.0772,0.0615,0.0258974347,0.003400,0.0000000000,-0.0185,-0.0176,0.0030856487,-0.0011522804,-0.023159,-0.024833
199906,"1,372.71",16.4480,41.0200,0.1542274468,0.0457,0.0723,0.0802,0.0627,0.0188685806,0.004000,0.0000000000,-0.0078,-0.0160,0.0024092465,-0.0011446288,0.054431,0.053398
199907,"1,328.72",16.5123,42.0000,0.1587964727,0.0455,0.0719,0.0795,0.0639,0.0193704415,0.003800,0.0030084236,-0.0077,-0.0113,0.0016111779,-0.0011695952,-0.030220,-0.031084
199908,"1,320.41",16.5767,42.9800,0.1562430269,0.0472,0.0740,0.0815,0.0649,0.0188807383,0.003900,0.0023995201,-0.0053,-0.0026,0.0027298485,-0.0010558461,-0.005004,-0.006251
199909,"1,282.71",16.6410,43.9600,0.1636844982,0.0468,0.0739,0.0820,0.0646,0.0203796791,0.003900,0.0047875524,0.0084,0.0093,0.0027049432,-0.0009857026,-0.028079,-0.029257
199910,"1,362.93",16.6580,45.3633,0.1576906607,0.0486,0.0755,0.0838,0.0651,0.0204452369,0.003900,0.0017867778,-0.0012,0.0047,0.0048759751,-0.0005150403,0.064238,0.063512
199911,"1,388.91",16.6750,46.7667,0.1555459671,0.0507,0.0736,0.0815,0.0662,0.0182804544,0.003600,0.0005945303,-0.0061,-0.0024,0.0013542672,0.0001107107,0.020822,0.019547
199912,"1,469.25",16.6920,48.1700,0.1471672594,0.0520,0.0755,0.0819,0.0682,0.0178887565,0.004400,0.0000000000,-0.0155,-0.0102,0.0011487749,0.0000642780,0.062579,0.061549
200001,"1,394.46",16.7153,49.0967,0.1546541600,0.0532,0.0778,0.0833,0.0666,0.0253587807,0.004100,0.0029708853,0.0228,-0.0021,0.0052062998,0.0006223722,-0.049630,-0.050296
200002,"1,366.42",16.7387,50.0233,0.1670564326,0.0555,0.0768,0.0829,0.0646,0.0274188140,0.004300,0.0059241706,0.0264,0.0092,0.0030004662,0.0004046909,-0.017458,-0.018666
200003,"1,498.58",16.7620,50.9500,0.1499735618,0.0569,0.0768,0.0837,0.0618,0.0182913901,0.004700,0.0082449941,0.0367,0.0169,0.0066783159,0.0001848837,0.098488,0.097431
200004,"1,452.43",16.7427,51.2733,0.1526004182,0.0566,0.0764,0.0840,0.0630,0.0119449458,0.004600,0.0005841121,-0.0076,-0.0115,0.0079417469,-0.0003869421,-0.031583,-0.032308
200005,"1,420.60",16.7233,51.5967,0.1556687311,0.0579,0.0799,0.0890,0.0640,0.0091785275,0.005000,0.0011675423,-0.0054,-0.0161,0.0051854234,0.0000089130,-0.022304,-0.023617
200006,"1,454.60",16.7040,51.9200,0.1567779616,0.0569,0.0767,0.0848,0.0622,0.0071242127,0.004000,0.0052478134,0.0244,0.0326,0.0023597572,-0.0002467433,0.026219,0.025497
200007,"1,430.83",16.5850,52.5133,0.1556741510,0.0596,0.0765,0.0835,0.0611,0.0047122339,0.004800,0.0023201856,0.0173,0.0179,0.0020654329,0.0000071590,-0.012795,-0.013559
200008,"1,517.68",16.4660,53.1067,0.1460530640,0.0609,0.0755,0.0826,0.0594,0.0046746382,0.005000,0.0000000000,0.0240,0.0135,0.0010392529,-0.0002776155,0.062594,0.061275
200009,"1,436.51",16.3470,53.7000,0.1537894629,0.0600,0.0762,0.0835,0.0612,0.0044689258,0.005100,0.0052083333,-0.0157,0.0046,0.0015999952,-0.0005084875,-0.052088,-0.052795
200010,"1,429.40",16.3217,52.4667,0.1493007889,0.0611,0.0755,0.0834,0.0600,0.0037442804,0.005600,0.0017271157,0.0187,0.0045,0.0055682093,-0.0013389528,-0.004120,-0.004829
200011,"1,314.95",16.2963,51.2333,0.1572808929,0.0617,0.0745,0.0828,0.0576,0.0011574522,0.005100,0.0005747126,0.0319,0.0263,0.0032724144,-0.0018525551,-0.078268,-0.079557
200012,"1,320.28",16.2710,50.0000,0.1518515036,0.0577,0.0721,0.0802,0.0558,-0.0022617472,0.005000,-0.0005743825,0.0243,0.0270,0.0052992481,-0.0005248530,0.005720,0.004861
200101,"1,366.01",16.1717,48.4800,0.1504496662,0.0515,0.0715,0.0793,0.0562,-0.0031925908,0.005400,0.0063218391,0.0005,0.0359,0.0049410180,-0.0015650504,0.032372,0.031555
200102,"1,239.94",16.0723,46.9600,0.1560700913,0.0488,0.0710,0.0787,0.0549,-0.0068557205,0.003800,0.0039977156,0.0191,0.0127,0.0025284102,-0.0022728464,-0.090952,-0.092131
200103,"1,160.33",15.9730,45.4400,0.1331135514,0.0442,0.0698,0.0784,0.0559,-0.0052134444,0.004200,0.0022753129,-0.0074,-0.0029,0.0071395945,-0.0018640665,-0.063706,-0.064587
200104,"1,249.46",15.8773,42.5567,0.1224969006,0.0387,0.0720,0.0807,0.0593,-0.0025430255,0.003900,0.0039727582,-0.0313,-0.0128,0.0074262611,-0.0010245789,0.077824,0.076981
200105,"1,255.82",15.7817,39.6733,0.1205101880,0.0362,0.0729,0.0807,0.0594,-0.0002482857,0.003200,0.0045223290,0.0037,0.0132,0.0025362374,-0.0011840987,0.006859,0.005330
200106,"1,224.42",15.6860,36.7900,0.1252094328,0.0349,0.0718,0.0797,0.0590,0.0050407545,0.002800,0.0016882386,0.0085,0.0055,0.0015083583,-0.0015922058,-0.024505,-0.025183
200107,"1,211.23",15.7027,33.9633,0.1249665833,0.0351,0.0713,0.0797,0.0561,0.0079138367,0.003000,-0.0028089888,0.0376,0.0361,0.0028996134,-0.0020270501,-0.009317,-0.010248
200108,"1,133.58",15.7193,31.1367,0.1321641438,0.0336,0.0702,0.0785,0.0546,0.0099183208,0.003100,0.0000000000,0.0206,0.0156,0.0022215212,-0.0026412673,-0.063435,-0.064933
200109,"1,040.94",15.7360,28.3100,0.1486285882,0.0264,0.0717,0.0803,0.0542,0.0086527340,0.002800,0.0045070423,0.0081,-0.0152,0.0071675937,-0.0018229150,-0.080361,-0.081352
200110,"1,059.78",15.7373,27.1033,0.1449013996,0.0216,0.0703,0.0791,0.0506,0.0107492736,0.002200,-0.0033651150,0.0464,0.0437,0.0032497725,-0.0013347395,0.019540,0.018546
200111,"1,139.45",15.7387,25.8967,0.1334813667,0.0187,0.0697,0.0781,0.0553,0.0111617665,0.001700,-0.0016882386,-0.0471,-0.0188,0.0021893580,-0.0010598798,0.078787,0.077259
200112,"1,148.08",15.7400,24.6900,0.1312178459,0.0169,0.0677,0.0805,0.0575,0.0134648247,0.001500,-0.0039458850,-0.0183,-0.0090,0.0017979581,-0.0013361672,0.009051,0.007849
200201,"1,130.20",15.7367,24.6933,0.1325605487,0.0165,0.0655,0.0787,0.0569,0.0111912895,0.001400,0.0022637238,0.0138,0.0175,0.0021838795,-0.0020042449,-0.014324,-0.015320
200202,"1,106.73",15.7333,24.6967,0.1301190857,0.0172,0.0651,0.0789,0.0563,0.0124990208,0.001300,0.0039525692,0.0115,0.0130,0.0025678430,-0.0018207545,-0.019481,-0.020973
200203,"1,147.39",15.7300,24.7000,0.2368334023,0.0179,0.0681,0.0811,0.0604,0.0137594442,0.001300,0.0056242970,-0.0436,-0.0295,0.0020148209,-0.0022385902,0.037572,0.036690
200204,"1,076.92",15.8330,25.3800,0.2477323126,0.0171,0.0676,0.0803,0.0575,0.0151068540,0.001500,0.0055928412,0.0410,0.0253,0.0023197780,-0.0020475182,-0.061001,-0.061826
200205,"1,067.14",15.9360,26.0600,0.2482556141,0.0173,0.0675,0.0809,0.0578,0.0222773404,0.001400,0.0000000000,0.0015,0.0113,0.0041016102,-0.0021417790,-0.007800,-0.009438
200206,989.81,16.0390,26.7400,0.2665725018,0.0170,0.0663,0.0795,0.0566,0.0275227705,0.001300,0.0005561735,0.0187,0.0073,0.0037079467,-0.0026067905,-0.071349,-0.072611
200207,911.62,15.9590,27.8400,0.2820321945,0.0168,0.0653,0.0790,0.0544,0.0284410263,0.001500,0.0011117287,0.0303,0.0094,0.0153427907,-0.0024205352,-0.073987,-0.075074
200208,916.07,15.8790,28.9400,0.2844115560,0.0162,0.0637,0.0758,0.0510,0.0247476984,0.001400,0.0033314825,0.0464,0.0452,0.0094092909,-0.0029084989,0.007061,0.005401
200209,815.29,15.7990,30.0400,0.3245551555,0.0163,0.0615,0.0740,0.0480,0.0292992960,0.001400,0.0016602103,0.0417,0.0330,0.0073661128,-0.0032126151,-0.108965,-0.110421
200210,885.76,15.8907,29.2233,0.2934370638,0.0158,0.0632,0.0773,0.0508,0.0256709320,0.001400,0.0016574586,-0.0294,-0.0240,0.0115896355,-0.0037533659,0.088599,0.087103
200211,936.31,15.9823,28.4067,0.2769754993,0.0123,0.0631,0.0762,0.0521,0.0229075973,0.001200,0.0000000000,-0.0122,0.0130,0.0044490751,-0.0041663869,0.059019,0.057288
200212,879.82,16.0740,27.5900,0.2953858956,0.0119,0.0621,0.0745,0.0484,0.0257359814,0.001100,-0.0022062879,0.0507,0.0361,0.0026395380,-0.0041443054,-0.058834,-0.060464
200301,855.70,16.1240,28.5000,0.3059423072,0.0117,0.0617,0.0735,0.0495,0.0282889555,0.001000,0.0044223328,-0.0106,0.0021,0.0051675744,NaN,-0.026579,-0.027860
200302,841.15,16.1740,29.4100,0.3122513206,0.0117,0.0595,0.0706,0.0472,0.0279187105,0.000900,0.0077050083,0.0329,0.0264,0.0025641197,NaN,-0.015246,-0.017225
200303,848.18,16.2240,30.3200,0.2861177008,0.0113,0.0589,0.0695,0.0486,0.0240985953,0.001000,0.0060076461,-0.0135,-0.0080,0.0061361179,NaN,0.010308,0.008967
200304,916.92,16.2043,31.7300,0.2696540306,0.0113,0.0574,0.0685,0.0481,0.0199668846,0.001000,-0.0021715527,0.0102,0.0229,0.0030648098,NaN,0.082774,0.081462
200305,963.59,16.1847,33.1400,0.2583755061,0.0107,0.0522,0.0638,0.0436,0.0064481102,0.000900,-0.0016322089,0.0592,0.0471,0.0022283195,NaN,0.053251,0.051508
200306,974.51,16.1650,34.5500,0.2544883373,0.0092,0.0497,0.0619,0.0452,0.0012618836,0.001000,0.0010899183,-0.0154,-0.0143,0.0019977007,NaN,0.012816,0.011351
200307,990.31,16.3053,35.8933,0.2476433348,0.0090,0.0549,0.0662,0.0542,0.0002715813,0.000700,0.0010887316,-0.0982,-0.0881,0.0020460156,NaN,0.017932,0.016505
200308,"1,008.01",16.4457,37.2367,0.2428560733,0.0095,0.0588,0.0701,0.0532,0.0029170177,0.000700,0.0038064165,0.0166,0.0219,0.0009660564,NaN,0.019597,0.018014
200309,995.97,16.5860,38.5800,0.2465417826,0.0094,0.0572,0.0679,0.0490,0.0073234015,0.000800,0.0032502709,0.0546,0.0503,0.0018690885,NaN,-0.010737,-0.012107
